CALLSIGN,FREQ,SITENAME,SITELOC,ST,LAT,LON,PWR,STATUS,WFO,COUNTY
WZ2544,162.500,North Cottonwood,Granby,CO,40.060274,-105.990851,300,NORMAL,Boulder|CO,Grand
WZ2545,162.550,Joplin,Joplin,MO,37.085,-94.5133,300,NORMAL,Springfield|MO,Jasper
WZ2546,162.525,Magee,Magee,MS,31.8742,-89.7319,300,NORMAL,Jackson|MS,Covington|Jefferson Davis|Rankin|Simpson|Smith
WZ2547,162.450,Edmonton,Metcalfe Co.,KY,37.0103,-85.6036,300,NORMAL,Louisville|KY,Adair|Barren|Cumberland|Green|Metcalfe|Monroe
WZ2548,162.550,Eldon,Eldon,MO,38.2794,-92.5853,1000,NORMAL,Springfield|MO,Benton|Camden|Cole|Dallas|Hickory|Laclede|Maries|Miller|Moniteau|Morgan|Osage|Pulaski
WZ2550,162.450,Willow Creek,Willow Creek,CA,40.8739,-123.73351,150,NORMAL,Eureka|CA,Humboldt
WZ2555,162.525,Duffield Peninsula,Duffield Peninsula,AK,57.5228,-135.4617,5,NORMAL,Juneau|AK,Sitka
WZ2556,162.525,Middle Cape,Kodiak Island,AK,57.3728,-154.6264,5,NORMAL,Kodiak|AK (WSO),Kodiak Island
WZ2557,162.450,Lihue,Lihue,HI,21.987257,-159.338519,150,NORMAL,Honolulu|HI,Kauai
WZ2559,162.425,Enterprise,Enterprise,OR,45.42636,-117.29603,100,NORMAL,Pendleton|OR,Wallowa
WZ2560,162.550,Cannonsburg,Cannonsburg,MI,43.0138,-85.4778,1000,NORMAL,Grand Rapids|MI,Allegan|Barry|Ionia|Kent|Montcalm|Ottawa
WZ2561,162.450,St. Thomas,Charlotte Amalie,VI,18.3283,-64.8592,300,NORMAL,San Juan|PR,St. Thomas
WZ2572,162.475,Richmond,Fort Bend County,TX,29.5817,-95.7606,100,NORMAL,Houston/Galveston|TX,Fort Bend
