CALLSIGN,FREQ,SITENAME,SITELOC,ST,LAT,LON,PWR,STATUS,WFO,COUNTY
KZZ33,162.525,Mount Pleasant,Mount Pleasant,MI,43.575833,-84.774722,1000,NORMAL,Grand Rapids|MI,Clare|Gratiot|Isabella|Mecosta|Midland|Montcalm|Osceola
KZZ34,162.450,Carrollton,Carrollton,MO,39.367147,-93.404064,1120,NORMAL,Kansas City|MO,Caldwell|Carroll|Chariton|Cooper|Howard|Lafayette|Linn|Livingston|Macon|Pettis|Randolph|Ray|Saline
KZZ35,162.500,Escanaba,Escanaba,MI,45.779722,-87.140556,1000,NORMAL,Marquette|MI,Delta|Dickinson|Menominee
KZZ36,162.500,North Webster,State Rd. 13 (State Hwy.),IN,41.358889,-85.7,300,NORMAL,Northern Indiana|IN,Elkhart|Fulton|Kosciusko|Lagrange|Marshall|Noble|St. Joseph|Wabash|Whitley
KZZ37,162.425,Maryville,Conception Junction,IA,40.2875,-94.790833,1330,NORMAL,Kansas City|MO,Page|Taylor|Andrew|Atchison|Gentry|Harrison|Holt|Nodaway|Worth
KZZ38,162.500,Trenton,Galt,MO,40.154444,-93.422778,1000,NORMAL,Kansas City|MO,Caldwell|Daviess|Grundy|Harrison|Linn|Livingston|Mercer|Putnam|Sullivan
KZZ39,162.500,Clinton,Shawnee Mound,MO,38.503611,-93.758056,980,NORMAL,Kansas City|MO,Bates|Benton|Cass|Henry|Johnson|Pettis|St. Clair
KZZ40,162.450,Deerfield,Deerfield,MA,43.175833,-71.208056,300,NORMAL,Gray/Portland|ME,Essex|Middlesex|Worcester|York|Belknap|Carroll|Cheshire|Hillsborough|Merrimack|Rockingham|Strafford
KZZ41,162.500,Mt. Washington,North Conway,ME,44.270278,-71.303333,100,NORMAL,Gray/Portland|ME,Cumberland|Franklin|Oxford|Somerset|York|Belknap|Carroll|Coos|Grafton|Merrimack|Rockingham|Strafford|Caledonia|Essex|Orange
KZZ42,162.500,Reynoldsville,Reynoldsville,PA,41.0719,-78.9392,300,NORMAL,Pittsburgh|PA,Armstrong|Clarion|Clearfield|Indiana|Jefferson
KZZ43,162.550,Branson,Indian Ridge,MO,36.715889,-93.367611,1050,NORMAL,Springfield|MO,Barry|Christian|Stone|Taney
KZZ44,162.450,Elephant Lake,Orr,MN,48.18,-92.750278,300,NORMAL,Duluth|MN,Koochiching|St. Louis
KZZ45,162.475,Virginia,Virginia,MN,47.4875,-92.52,300,NORMAL,Duluth|MN,St. Louis
KZZ46,162.425,Athens,Elliottville,OH,39.30825,-82.118083,1030,NORMAL,Charleston|WV,Athens|Gallia|Hocking|Jackson|Meigs|Morgan|Perry|Vinton|Washington|Mason|Pleasants|Wood
KZZ47,162.525,Carey,Carey,OH,40.933222,-83.379944,308,NORMAL,Cleveland|OH,Crawford|Hancock|Hardin|Marion|Putnam|Seneca|Wood|Wyandot
KZZ48,162.450,Owenton,Owenton,IN,38.525556,-84.811111,300,NORMAL,Wilmington|OH,Switzerland|Carroll|Franklin|Gallatin|Grant|Harrison|Henry|Owen|Pendleton|Scott|Shelby
KZZ49,162.425,Maysville,Washington,KY,38.6403,-83.8083,300,NORMAL,Wilmington|OH,Bracken|Fleming|Lewis|Mason|Robertson|Adams|Brown
KZZ50,162.550,Essex,Essex,IA,40.812778,-95.252194,303,NORMAL,Omaha/Valley|NE,Fremont|Mills|Montgomery|Page
KZZ51,162.425,Carroll,Carroll,IA,42.049028,-94.8844,1250,NORMAL,Des Moines|IA,Audubon|Calhoun|Carroll|Crawford|Greene|Guthrie|Ida|Sac|Shelby
KZZ52,162.525,Hancock/Pottawattam,Hancock,IA,41.34425,-95.256028,750,NORMAL,Omaha/Valley|NE,Adair|Adams|Audubon|Cass|Harrison|Mills|Montgomery|Pottawattamie|Shelby
KZZ53,162.550,Utqiagvik,Utqiagvik,AK,71.288352,-156.762283,300,NORMAL,Fairbanks|AK,North Slope
KZZ54,162.500,Lewistown,Mocassin Mtn.,MT,47.177778,-109.535833,100,NORMAL,Great Falls|MT,Chouteau|Fergus|Judith Basin
KZZ55,162.525,Dixon,Dixon,IL,41.897778,-89.605556,300,NORMAL,Chicago|IL,Bureau|Carroll|Lee|Ogle|Whiteside
KZZ56,162.450,Freeport,Eleroy,IL,42.328056,-89.725,300,NORMAL,Quad Cities|IA,Carroll|Jo Daviess|Ogle|Stephenson|Winnebago|Green|Lafayette
KZZ57,162.475,Rockford,Latham Park,IL,42.3672,-89.0869,1000,NORMAL,Chicago|IL,Boone|DeKalb|Lee|Ogle|Stephenson|Winnebago|Green|Rock
KZZ58,162.525,Kankakee,Aroma Park,IL,41.0775,-87.756111,300,NORMAL,Chicago|IL,Iroquois|Kankakee|Will|Lake|Newton
KZZ59,162.500,Porcupine,Porcupine Butte,SD,43.178889,-102.324444,1000,NORMAL,Rapid City|SD,Bennett|Jackson|Oglala Lakota
KZZ60,162.525,Reliance,Medicine Butte,SD,43.965833,-99.603333,1000,NORMAL,Aberdeen|SD,Brule|Buffalo|Gregory|Hand|Hughes|Hyde|Lyman|Tripp
KZZ61,162.475,Whitesville,Whitesville,IN,37.691944,-86.848889,300,NORMAL,Paducah|KY,Perry|Spencer|Breckinridge|Daviess|Hancock|Ohio
KZZ62,162.475,Burkesville,Smith Grove Ridge,KY,36.79067,-85.241057,300,NORMAL,Louisville|KY,Cumberland
KZZ63,162.525,Campbellsville,Spurlington,KY,37.423623,-85.274201,300,NORMAL,Louisville|KY,Taylor
KZZ64,162.450,Ekron,Ekron,KY,37.902704,-86.168283,300,NORMAL,Louisville|KY,Breckinridge|Meade
KZZ65,162.525,Bloomington,Bloomington Heights,IL,40.476111,-89.033889,300,NORMAL,Lincoln|IL,De Witt|McLean|Tazewell|Woodford
KZZ66,162.400,Galesburg,Galesburg,IL,40.988056,-90.317778,300,NORMAL,Lincoln|IL,Henry|Knox|Mercer|Warren
KZZ67,162.425,Blue Rapids,Merrimac,KS,39.706686,-96.557,1080,NORMAL,Topeka|KS,Marshall|Nemaha|Pottawatomie|Riley|Washington
KZZ68,162.475,Van Wert,Osceola,IA,40.868111,-93.804833,309,NORMAL,Des Moines|IA,Clarke|Decatur|Lucas|Ringgold|Union|Wayne|Harrison|Mercer
KZZ69,162.450,Beatrice,Ellis,NE,40.218583,-96.915694,1000,NORMAL,Omaha/Valley|NE,Gage|Jefferson|Saline
KZZ70,162.525,Blakely,Blakely,AL,31.402222,-84.959167,1000,NORMAL,Tallahassee|FL,Henry|Houston|Jackson|Calhoun|Clay|Decatur|Early|Miller|Quitman|Randolph|Seminole|Terrell
KZZ72,162.425,Sedgwick Peak,Soda Springs,ID,42.515833,-111.9225,100,NORMAL,Pocatello|ID,Bannock|Bear Lake|Bingham|Caribou|Franklin|Oneida
KZZ73,162.525,Dayton,Patit,WA,46.353556,-117.717167,300,NORMAL,Pendleton|OR,Columbia|Garfield|Whitman
KZZ76,162.450,Racine,Racine,IL,42.669722,-87.8475,300,NORMAL,Milwaukee/Sullivan|WI,Lake|McHenry|Kenosha|Milwaukee|Racine|Walworth|Waukesha
KZZ77,162.425,Withee,Withee,WI,44.914167,-90.657222,1000,NORMAL,La Crosse|WI,Chippewa|Clark|Eau Claire|Marathon|Rusk|Taylor|Wood
KZZ78,162.525,Ashland,Ashland,MI,46.608056,-90.836944,1000,NORMAL,Duluth|MN,Gogebic|Ashland|Bayfield|Iron
KZZ79,162.475,Spooner,Lampson,MN,45.986787,-91.793709,1000,NORMAL,Duluth|MN,Pine|Barron|Bayfield|Burnett|Douglas|Polk|Sawyer|Washburn
KZZ80,162.550,Milford,Milford,IA,43.343083,-95.207889,300,NORMAL,Sioux Falls|SD,Clay|Dickinson|Emmet|Palo Alto|Jackson
KZZ81,162.425,Lockport,Downers Grove,IL,41.6006,-87.97895,1000,NORMAL,Chicago|IL,Cook|DuPage|Grundy|Kane|Kankakee|Kendall|Will|Lake
KZZ82,162.425,Gainesville,Marshfield,MO,36.663861,-92.517056,1000,NORMAL,Springfield|MO,Douglas|Ozark|Taney
KZZ83,162.425,Maquoketa,Jackson,IA,42.090556,-90.726944,300,NORMAL,Quad Cities|IA,Cedar|Clinton|Delaware|Dubuque|Jackson|Jones|Carroll|Jo Daviess
KZZ84,162.450,Aitkin,Aitkin,MN,46.469444,-93.526944,1000,NORMAL,Duluth|MN,Aitkin|Carlton|Crow Wing|Kanabec|Mille Lacs|Morrison|Pine
KZZ85,162.475,Cameron,Cameron,MO,39.752778,-94.25,302,NORMAL,Kansas City|MO,Andrew|Buchanan|Caldwell|Clay|Clinton|Daviess|DeKalb|Gentry|Ray
KZZ86,162.425,Althorp Peak,Althorp Peak,AK,58.09323,-136.4146,5,NORMAL,Juneau|AK,Hoonah-Angoon|Juneau|Sitka
KZZ87,162.450,Mt. Robert Barron,Mt. Robert Barron,AK,58.226944,-134.841667,5,NORMAL,Juneau|AK,Hoonah-Angoon|Juneau
KZZ88,162.425,Cape Fanshaw,Cape Fanshaw,AK,57.204722,-133.465833,5,NORMAL,Juneau|AK,Juneau|Petersburg|Wrangell
KZZ89,162.425,Sukkwan Island,Sukkwan Island,AK,55.111944,-132.758611,5,DEGRADED,Juneau|AK,Prince of Wales-Hyder
KZZ90,162.425,Raspberry Island,Raspberry Island,AK,58.066389,-153.376944,5,OUT OF SERVICE,Kodiak|AK (WSO),Bristol Bay|Kodiak Island
KZZ91,162.450,Zarembo Island,Zarembo Island,AK,56.345278,-132.861389,5,NORMAL,Juneau|AK,Wrangell
KZZ92,162.450,Duke Island,Duke Island,AK,54.883333,-131.358333,5,NORMAL,Juneau|AK,Ketchikan Gateway
KZZ93,162.450,Point Pigot,Point Pigot,AK,60.817222,-148.38,5,NORMAL,Anchorage|AK,Chugach
KZZ95,162.525,Mt. McArthur,Mt. McArthur,AK,56.069167,-134.191944,5,NORMAL,Juneau|AK,Sitka
KZZ96,162.525,Gravina Island,Gravina Island,AK,55.3675,-131.8,5,NORMAL,Juneau|AK,Ketchikan Gateway
KZZ97,162.550,Ninilchik,Ninilchik,AK,60.043337,-151.676849,300,NORMAL,Anchorage|AK,Kenai Peninsula
KZZ98,162.400,Wasilla,Wasilla,AK,61.601576,-149.360616,300,NORMAL,Anchorage|AK,Anchorage|Matanuska-Susitna
WNG521,162.525,Bogalusa,Bogalusa,LA,30.88654,-90.04895,1000,NORMAL,New Orleans/Baton Rouge|LA,St. Helena|St. Tammany|Tangipahoa|Washington|Lamar|Marion|Pearl River|Pike|Walthall
WNG522,162.425,Palatka,Palatka,FL,29.7375,-81.6691,300,NORMAL,Jacksonville|FL,Clay|Flagler|Putnam|St. Johns
WNG523,162.500,Dilley,Dilley,TX,28.675472,-99.188972,294,NORMAL,Austin/San Antonio|TX,Frio|La Salle
WNG524,162.500,Trenton,Hitchcock County,NE,40.241111,-101.044722,379,NORMAL,Goodland|KS,Dundy|Hayes|Hitchcock|Red Willow
WNG525,162.425,Tuklung Mtn.,Tuklung Mtn.,AK,58.8575,-159.465833,5,NORMAL,Anchorage|AK,Dillingham
WNG526,162.425,Rugged Island,Rugged Island,AK,59.860661,-149.39478,5,NORMAL,Anchorage|AK,Kenai Peninsula
WNG527,162.425,Potato Point,Potato Point,AK,61.056543,-146.697377,5,NORMAL,Anchorage|AK,Chugach
WNG528,162.450,Bede Mountain,Bede Mountain,AK,59.310278,-151.943889,5,NORMAL,Anchorage|AK,Kenai Peninsula|Kodiak Island
WNG529,162.500,Cape Gull,Cape Gull,AK,58.199694,-154.205084,5,NORMAL,Kodiak|AK (WSO),Kodiak Island
WNG530,162.500,East Point,Naked Island,AK,60.645,-147.346944,5,NORMAL,Anchorage|AK,Chugach
WNG531,162.525,Pillar Mtn.,Pillar Mtn.,AK,57.788202,-152.437856,5,NORMAL,Kodiak|AK (WSO),Kodiak Island
WNG532,162.525,Cape Hinchinbrook,Cape Hinchinbrook,AK,60.275576,-146.638974,5,NORMAL,Anchorage|AK,Chugach
WNG533,162.525,Browning,Browning,MT,48.596111,-113.018889,300,NORMAL,Great Falls|MT,Glacier
WNG534,162.525,Belvidere,Belvidere,KS,37.530528,-99.050806,1040,NORMAL,Dodge City|KS,Barber|Comanche|Edwards|Kiowa|Pratt|Stafford
WNG535,162.525,Dighton,Dighton,KS,38.432444,-100.464833,1060,NORMAL,Dodge City|KS,Finney|Gove|Hodgeman|Lane|Ness|Scott
WNG536,162.550,DeKalb,DeKalb,IL,41.9356,-88.7642,100,NORMAL,Chicago|IL,Boone|DeKalb|Kane|Lee|Ogle|Winnebago
WNG537,162.525,Windsor,Windsor,NC,36.0636,-76.9736,300,NORMAL,Wakefield|VA,Beaufort|Bertie|Chowan|Edgecombe|Gates|Halifax|Hertford|Martin|Northampton|Perquimans|Pitt|Washington
WNG538,162.450,Linville,Grandmother Mtn.,NC,36.06317,-81.84184,300,NORMAL,Greenville-Spartanburg|SC,Alexander|Avery|Burke|Caldwell|Catawba|McDowell|Mitchell|Rutherford|Watauga|Wilkes|Yancey
WNG539,162.525,Spencerport,Spencerport,NY,43.1431,-77.8497,175,NORMAL,Buffalo|NY,Monroe
WNG541,162.525,Frewsburg,Mayville,NY,42.0467,-79.0903,175,NORMAL,Buffalo|NY,Chautauqua
WNG542,162.425,Greenville,Greenville,ME,45.4625,-69.552222,300,NORMAL,Caribou|ME,Piscataquis|Somerset
WNG543,162.450,Jonesboro Marine,Jonesboro,ME,44.6369,-67.6261,1000,NORMAL,Caribou|ME,Washington
WNG544,162.400,Clarksville,Ben Young Hill,NH,45.0219,-71.416938,100,NORMAL,Gray/Portland|ME,Coos|Essex
WNG545,162.550,Holderness,Mt. Prospect,NH,43.7628,-71.6494,300,NORMAL,Gray/Portland|ME,Belknap|Carroll|Grafton|Merrimack|Sullivan|Orange|Windsor
WNG546,162.525,Hanover,Moose Mtn.,NH,43.7092,-72.1542,300,NORMAL,Gray/Portland|ME,Belknap|Carroll|Grafton|Merrimack|Sullivan|Orange|Windsor
WNG547,162.450,Sugarloaf Mtn,Sugarloaf Mtn,ME,45.031722,-70.313139,100,NORMAL,Gray/Portland|ME,Androscoggin|Franklin|Kennebec|Oxford|Penobscot|Piscataquis|Somerset|Waldo
WNG549,162.450,Columbus,Platte County,NE,41.4525,-97.253028,1020,NORMAL,Omaha/Valley|NE,Butler|Colfax|Dodge|Merrick|Nance|Platte|Polk|Saunders
WNG550,162.450,Franktown,Franktown,CO,39.370134,-104.679368,300,NORMAL,Boulder|CO,Adams|Arapahoe|Boulder|Broomfield|Clear Creek|Denver|Douglas|Gilpin|Jefferson|Park|Weld
WNG551,162.425,Firesteel,Standing Rock,SD,45.421111,-101.285833,1000,NORMAL,Aberdeen|SD,Corson|Dewey|Ziebach
WNG552,162.525,New London,Manawa/Ogdensburg,WI,44.4175,-88.9175,1000,NORMAL,Green Bay|WI,Menominee|Outagamie|Portage|Shawano|Waupaca|Waushara|Winnebago
WNG553,162.400,Wausaukee,Wausaukee,MI,45.4275,-87.9775,1000,NORMAL,Green Bay|WI,Menominee|Door|Marinette|Oconto
WNG554,162.525,Winchester,Belvidere,AL,35.0875,-86.111667,1000,NORMAL,Huntsville|AL,Jackson|Limestone|Madison|Bedford|Coffee|Franklin|Grundy|Lincoln|Moore
WNG555,162.425,Meade,Meade,KS,37.286083,-100.399528,1080,NORMAL,Dodge City|KS,Clark|Ford|Gray|Haskell|Meade|Seward|Beaver
WNG556,162.475,Moab,Bald Mesa,UT,38.528889,-109.323611,300,NORMAL,Grand Junction|CO,Emery|Grand|San Juan
WNG557,162.475,Faith,Faith,SD,45.053889,-102.263056,1000,NORMAL,Rapid City|SD,Meade|Perkins|Ziebach
WNG558,162.550,White River,White River,SD,43.576389,-100.743333,1000,NORMAL,Rapid City|SD,Jones|Mellette|Todd
WNG559,162.550,Fossil,Fossil,OR,44.960111,-119.951722,270,NORMAL,Pendleton|OR,Gilliam|Wheeler
WNG560,162.500,John Day,Fall Mtn.,OR,44.293889,-119.042222,300,NORMAL,Pendleton|OR,Grant
WNG561,162.450,Plainview,Hale County,TX,34.220556,-101.715833,1000,NORMAL,Lubbock|TX,Briscoe|Castro|Floyd|Hale|Lamb|Swisher
WNG562,162.425,Seminole,Gaines County,NM,32.707222,-102.624861,1000,NORMAL,Midland/Odessa|TX,Lea|Andrews|Dawson|Gaines|Martin|Terry|Yoakum
WNG563,162.400,Cody,Powell,MT,44.587222,-108.852222,300,NORMAL,Riverton|WY,Carbon|Big Horn|Park
WNG564,162.500,Black River Falls,Jackson County,WI,44.375,-90.8419,300,NORMAL,La Crosse|WI,Clark|Eau Claire|Jackson|Monroe|Trempealeau|Wood
WNG565,162.400,Rhinelander,Oneida County,WI,45.726111,-89.415,1000,NORMAL,Green Bay|WI,Forest|Langlade|Lincoln|Oneida|Price|Vilas
WNG567,162.425,Broadus,Five Mile Hill,MT,45.475278,-105.498889,300,NORMAL,Billings|MT,Carter|Custer|Powder River
WNG568,162.525,Worland,Greybull,WY,44.195556,-107.511944,300,NORMAL,Riverton|WY,Big Horn|Washakie
WNG569,162.475,Afton,Star Valley,WY,42.8508,-110.9808,300,NORMAL,Riverton|WY,Lincoln
WNG570,162.500,Horse Cave,Hart County,KY,37.17643,-85.923565,1000,NORMAL,Louisville|KY,Adair|Barren|Casey|Edmonson|Grayson|Green|Hart|Larue|Metcalfe
WNG571,162.450,Glendo,Glendo Reservoir,WY,42.346111,-105.035278,1000,NORMAL,Cheyenne|WY,Converse|Goshen|Niobrara|Platte
WNG572,162.475,Petoskey,Goodhart,MI,45.5694,-85.0406,300,OUT OF SERVICE,Gaylord|MI,Cheboygan|Emmet
WNG573,162.500,Thermopolis,Shoshoni,WY,43.437222,-107.997222,300,NORMAL,Riverton|WY,Fremont|Hot Springs
WNG574,162.425,Gloucester Marine,Essex,MA,42.62563,-70.64654,100,NORMAL,Boston/Norton|MA,Essex
WNG575,162.525,Pack Monadnock,Peterborough,MA,42.861111,-71.879167,300,NORMAL,Gray/Portland|ME,Essex|Middlesex|Worcester|Cheshire|Hillsborough|Merrimack|Rockingham|Sullivan|Windham
WNG576,162.450,Newberry,Newberry,MI,46.319167,-85.537222,300,NORMAL,Marquette|MI,Alger|Chippewa|Luce|Mackinac
WNG577,162.550,Ladysmith,Rusk County,WI,45.555833,-90.965028,1020,NORMAL,Twin Cities/Chanhassen|MN,Barron|Chippewa|Price|Rusk|Sawyer|Taylor|Washburn
WNG578,162.525,Superior,Superior,KS,40.1256,-98.0678,1000,NORMAL,Hastings|NE,Jewell|Republic|Adams|Clay|Fillmore|Nuckolls|Thayer|Webster
WNG579,162.450,Walsenburg,Walsenburg,CO,37.641389,-104.773056,300,NORMAL,Pueblo|CO,Custer|Huerfano|Las Animas|Pueblo
WNG581,162.400,Steele,Steele,ND,46.665278,-99.758333,300,NORMAL,Bismarck|ND,Burleigh|Emmons|Kidder|Logan|Stutsman
WNG582,162.450,Sandusky,Sanilac County,MI,43.4106,-82.8064,300,NORMAL,Detroit/Pontiac|MI,Huron|Lapeer|Sanilac|St. Clair|Tuscola
WNG583,162.525,Lake Bronson,Lake Bronson,MN,48.717267,-96.605401,344,NORMAL,Grand Forks|ND,Kittson|Roseau
WNG584,162.525,Avalon,Catalina Island,CA,33.343278,-118.321667,146,NORMAL,Los Angeles|CA,Los Angeles
WNG586,162.500,Henderson,Henderson,NC,36.310278,-78.501111,300,NORMAL,Raleigh|NC,Franklin|Granville|Person|Vance|Warren|Brunswick|Mecklenburg
WNG588,162.500,Mount Jefferson,Ashe County,NC,36.4032,-81.4638,300,NORMAL,Blacksburg|VA,Alexander|Alleghany|Ashe|Caldwell|Catawba|Davie|Iredell|Surry|Watauga|Wilkes|Yadkin|Johnson|Grayson|Washington
WNG589,162.425,Altoona,Frankstown,PA,40.568181,-78.440874,300,NORMAL,State College|PA,Bedford|Blair|Cambria|Huntingdon
WNG591,162.500,Coudersport,Coudersport,PA,41.75969,-77.876011,500,NORMAL,State College|PA,McKean|Potter
WNG592,162.525,San Simeon,San Simeon,CA,35.685111,-121.167222,128,NORMAL,Los Angeles|CA,San Luis Obispo
WNG594,162.425,Manti,Sevier Valley,UT,39.321944,-111.770833,150,NORMAL,Salt Lake City|UT,Juab|Sanpete|Sevier
WNG595,162.525,Conway Summit,Bridgeport,CA,38.088333,-119.176944,300,NORMAL,Reno|NV,Mono
WNG596,162.425,Cape Blanco,Port Orford,OR,42.73933,-124.51033,150,NORMAL,Medford|OR,Curry
WNG597,162.400,Ellerbe,Richmond County,NC,35.12013,-79.71078,300,NORMAL,Raleigh|NC,Anson|Hoke|Montgomery|Moore|Randolph|Richmond|Scotland|Stanly|Chesterfield|Marlboro
WNG600,162.525,D'Hanis,D'Hanis,TX,29.320833,-99.331944,300,NORMAL,Austin/San Antonio|TX,Frio|Medina|Uvalde
WNG601,162.425,Rio Grande City,Rio Grande City,TX,26.405,-98.776111,600,OUT OF SERVICE,Brownsville/Rio Grande Valley|TX,Starr|Zapata
WNG604,162.525,Davis Peak,Longview,OR,45.9933,-122.5964,85,NORMAL,Portland|OR,Columbia|Clark|Cowlitz
WNG605,162.475,Burley,Alibon,ID,42.361389,-113.455556,100,NORMAL,Pocatello|ID,Blaine|Cassia|Jerome|Lincoln|Minidoka|Power
WNG606,162.425,Oneonta,Oneonta,AL,33.985861,-86.459972,315,NORMAL,Birmingham|AL,Blount|Cullman|Etowah|Jefferson|St. Clair|Walker
WNG607,162.425,Greenville,Greenville,AL,31.877222,-86.728333,300,NORMAL,Mobile|AL,Autauga|Butler|Conecuh|Crenshaw|Dallas|Lowndes|Monroe|Montgomery|Wilcox
WNG608,162.500,Cassville,Cassville,MO,36.671861,-93.896639,1000,NORMAL,Springfield|MO,Barry|Lawrence|McDonald|Newton
WNG609,162.525,Riviera,Kingsville,TX,27.292222,-97.8075,1030,NORMAL,Corpus Christi|TX,Brooks|Jim Wells|Kenedy|Kleberg
WNG610,162.450,Waubun,Waubun,MN,47.180256,-95.778167,302,NORMAL,Grand Forks|ND,Becker|Hubbard|Mahnomen|Norman
WNG627,162.450,Aiken,Aiken,GA,33.5717,-81.6969,300,NORMAL,Columbia|SC,Columbia|Richmond|Aiken|Barnwell|Edgefield
WNG628,162.500,Georgetown,Georgetown,SC,33.444949,-79.300595,300,NORMAL,Wilmington|NC,Georgetown|Williamsburg
WNG629,162.450,Spencer,Hollow Rock,TN,35.748917,-85.46725,1050,NORMAL,Nashville|TN,Bledsoe|Cumberland|DeKalb|Grundy|Marion|Putnam|Sequatchie|Van Buren|Warren|White
WNG630,162.425,Finland,Lake County,MN,47.456389,-91.231667,300,NORMAL,Duluth|MN,Lake
WNG631,162.525,Lafayette,Pleasant Shade,KY,36.432222,-85.883611,1000,NORMAL,Nashville|TN,Allen|Monroe|Clay|Jackson|Macon|Smith|Sumner|Trousdale|Wilson
WNG632,162.525,Oktaha,Oktaha,OK,35.603556,-95.499306,346,NORMAL,Tulsa|OK,Cherokee|Haskell|McIntosh|Muskogee|Okmulgee|Pittsburg|Sequoyah|Wagoner
WNG633,162.425,Sneads,Sneads (AG),AL,30.639167,-84.979722,1000,NORMAL,Tallahassee|FL,Houston|Calhoun|Gadsden|Jackson|Liberty|Decatur|Early|Miller|Seminole
WNG634,162.400,Pahrump,Mt Potosi,CA,35.965,-115.500833,100,NORMAL,Las Vegas|NV,Inyo|San Bernardino|Clark|Esmeralda|Lincoln|Nye
WNG635,162.450,Selma,Selma,AL,32.5256,-86.9828,1000,NORMAL,Birmingham|AL,Autauga|Bibb|Butler|Chilton|Dallas|Lowndes|Perry|Wilcox
WNG636,162.500,Cisco,Cisco,TX,32.3514,-99.018333,1090,NORMAL,Fort Worth-Dallas|TX,Brown|Callahan|Comanche|Eastland|Shackelford|Stephens
WNG637,162.425,San Diego Marine,Mount Soledad (La Jolla),CA,32.840056,-117.253028,60,NORMAL,San Diego|CA,San Diego
WNG638,162.475,Dillon,Red Rock,MT,44.9444,-112.734722,140,NORMAL,Great Falls|MT,Beaverhead
WNG639,162.475,Cherokee Village,Agnos - Ash Flat,AR,36.259472,-91.693417,313,NORMAL,Little Rock|AR,Fulton|Izard|Sharp
WNG640,162.425,Leakesville,Green County,AL,31.176667,-88.597222,1000,NORMAL,Mobile|AL,Mobile|Washington|Forrest|George|Greene|Jackson|Jones|Perry|Stone|Wayne
WNG641,162.475,Seguin,Kingsbury,TX,29.65475,-97.82425,1010,NORMAL,Austin/San Antonio|TX,Caldwell|Comal|Guadalupe|Hays
WNG642,162.525,Arab,Marshall County,AL,34.3444,-86.4389,300,NORMAL,Huntsville|AL,Cullman|DeKalb|Jackson|Madison|Marshall
WNG643,162.525,Marvell,Phillips County,AR,34.6225,-90.979056,1070,NORMAL,Memphis|TN,Phillips
WNG644,162.425,Bartlesville,Washington County,KS,36.756111,-95.8475,1000,NORMAL,Tulsa|OK,Chautauqua|Labette|Montgomery|Craig|Mayes|Nowata|Osage|Pawnee|Rogers|Tulsa|Washington
WNG645,162.500,Albion,Albion,NE,41.622528,-98.119472,297,NORMAL,Omaha/Valley|NE,Boone|Greeley|Nance|Platte|Wheeler
WNG646,162.475,Brewton,Brewton,AL,31.264722,-87.125833,1000,NORMAL,Mobile|AL,Conecuh|Covington|Escambia|Monroe|Okaloosa|Santa Rosa
WNG647,162.450,Adrian / Petersburg,Lenawee County,MI,41.903056,-83.986944,300,NORMAL,Detroit/Pontiac|MI,Hillsdale|Jackson|Lenawee|Monroe|Washtenaw|Fulton|Henry|Lucas|Williams
WNG648,162.500,Crocker,Fort  Leonard Wood,MO,37.9522,-92.03,1000,NORMAL,Springfield|MO,Phelps|Pulaski
WNG649,162.525,Milano,Milano,TX,30.72573,-96.808611,300,NORMAL,Fort Worth-Dallas|TX,Bell|Brazos|Burleson|Falls|Lee|Milam|Robertson|Williamson
WNG650,162.525,Center,Timpson,TX,31.726389,-94.257778,300,NORMAL,Shreveport|LA,Nacogdoches|Panola|Rusk|Sabine|San Augustine|Shelby
WNG651,162.525,Mineral Wells,Palo Pinto,TX,32.855,-98.087222,300,NORMAL,Fort Worth-Dallas|TX,Erath|Hood|Jack|Palo Pinto|Parker|Stephens|Tarrant|Wise|Young
WNG652,162.550,El Paso Spanish,El Paso Spanish,NM,31.765556,-106.4775,125,NORMAL,El Paso|TX,Dona Ana|Otero|El Paso|Hudspeth
WNG653,162.525,Marietta,Mt. Pleasant,TX,33.196944,-94.474722,300,NORMAL,Shreveport|LA,Cass
WNG654,162.500,Stillwater,Stillwater,OK,36.118083,-97.002,1070,NORMAL,Norman|OK,Creek|Lincoln|Logan|Noble|Pawnee|Payne
WNG655,162.425,Contra Costa County,Mt. Diablo,CA,37.8814,-121.915556,100,NORMAL,San Francisco|CA,Alameda|Contra Costa
WNG656,162.525,Fort Ransom,Fort Ransom,ND,46.523687,-97.956331,1000,NORMAL,Grand Forks|ND,Barnes|Foster|Pierce|Richland|Sargent|Stutsman
WNG657,162.500,Summerfield,Summerfield,NM,34.738611,-102.511667,1000,NORMAL,Lubbock|TX,Curry|Bailey|Castro|Deaf Smith|Lamb|Oldham|Parmer|Randall
WNG658,162.525,Scranton,Bowman County,ND,46.1825,-103.048889,1000,NORMAL,Bismarck|ND,Adams|Bowman|Hettinger|Slope|Harding|Perkins
WNG659,162.425,El Paso Mtns.,Ridgecrest,CA,35.4775,-117.700278,300,NORMAL,Hanford|CA,Inyo|Kern|Los Angeles|San Bernardino
WNG660,162.500,Gillette,Campbell County,WY,44.243056,-105.538611,1000,NORMAL,Rapid City|SD,Campbell|Crook|Weston
WNG661,162.475,Newcastle,Newcastle,SD,43.8325,-104.218889,300,NORMAL,Rapid City|SD,Custer|Fall River|Niobrara|Weston
WNG662,162.550,Kaycee,Johnson County,WY,43.719909,-106.651011,300,NORMAL,Riverton|WY,Johnson
